build,defect_category,test_case,test_approach,test_tool,runtime(seconds),costs(USD),revision,build_start,build_duration(hh:mm:ss)
236,2,6,4,pytest,1,NA,5b3c0c7,20231113094400,00:01:09
236,4,10,4,pytest,2,NA,5b3c0c7,20231113094400,00:01:09
236,6,13,4,pytest,1,NA,5b3c0c7,20231113094400,00:01:09
236,3,8,4,pytest,1,NA,5b3c0c7,20231113094400,00:01:09
236,1,2,4,terraform test,2,NA,5b3c0c7,20231113094400,00:01:09
236,1,1,4,terraform test,5,NA,5b3c0c7,20231113094400,00:01:09
236,2,5,4,terraform test,1,NA,5b3c0c7,20231113094400,00:01:09
237,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113094509,00:01:05
237,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113094509,00:01:05
237,6,NA,3,tfsec,1,NA,5b3c0c7,20231113094509,00:01:05
237,2,6,4,pytest,1,NA,5b3c0c7,20231113094509,00:01:05
237,4,10,4,pytest,1,NA,5b3c0c7,20231113094509,00:01:05
237,6,13,4,pytest,1,NA,5b3c0c7,20231113094509,00:01:05
237,3,8,4,pytest,1,NA,5b3c0c7,20231113094509,00:01:05
237,1,2,4,terraform test,3,NA,5b3c0c7,20231113094509,00:01:05
237,1,1,4,terraform test,5,NA,5b3c0c7,20231113094509,00:01:05
237,2,5,4,terraform test,1,NA,5b3c0c7,20231113094509,00:01:05
238,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113094615,00:01:05
238,8,NA,2,terraform validate,3,NA,5b3c0c7,20231113094615,00:01:05
238,6,NA,3,tfsec,2,NA,5b3c0c7,20231113094615,00:01:05
238,2,6,4,pytest,1,NA,5b3c0c7,20231113094615,00:01:05
238,4,10,4,pytest,1,NA,5b3c0c7,20231113094615,00:01:05
238,6,13,4,pytest,1,NA,5b3c0c7,20231113094615,00:01:05
238,3,8,4,pytest,1,NA,5b3c0c7,20231113094615,00:01:05
238,1,2,4,terraform test,2,NA,5b3c0c7,20231113094615,00:01:05
238,1,1,4,terraform test,5,NA,5b3c0c7,20231113094615,00:01:05
238,2,5,4,terraform test,2,NA,5b3c0c7,20231113094615,00:01:05
239,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113094720,00:01:06
239,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113094720,00:01:06
239,6,NA,3,tfsec,2,NA,5b3c0c7,20231113094720,00:01:06
239,2,6,4,pytest,1,NA,5b3c0c7,20231113094720,00:01:06
239,4,10,4,pytest,1,NA,5b3c0c7,20231113094720,00:01:06
239,6,13,4,pytest,1,NA,5b3c0c7,20231113094720,00:01:06
239,3,8,4,pytest,2,NA,5b3c0c7,20231113094720,00:01:06
239,1,2,4,terraform test,2,NA,5b3c0c7,20231113094720,00:01:06
239,1,1,4,terraform test,5,NA,5b3c0c7,20231113094720,00:01:06
239,2,5,4,terraform test,2,NA,5b3c0c7,20231113094720,00:01:06
240,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113094826,00:01:04
240,8,NA,2,terraform validate,3,NA,5b3c0c7,20231113094826,00:01:04
240,6,NA,3,tfsec,1,NA,5b3c0c7,20231113094826,00:01:04
240,2,6,4,pytest,2,NA,5b3c0c7,20231113094826,00:01:04
240,4,10,4,pytest,1,NA,5b3c0c7,20231113094826,00:01:04
240,6,13,4,pytest,1,NA,5b3c0c7,20231113094826,00:01:04
240,3,8,4,pytest,2,NA,5b3c0c7,20231113094826,00:01:04
240,1,2,4,terraform test,2,NA,5b3c0c7,20231113094826,00:01:04
240,1,1,4,terraform test,5,NA,5b3c0c7,20231113094826,00:01:04
240,2,5,4,terraform test,2,NA,5b3c0c7,20231113094826,00:01:04
241,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113094931,00:01:06
241,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113094931,00:01:06
241,6,NA,3,tfsec,1,NA,5b3c0c7,20231113094931,00:01:06
241,2,6,4,pytest,1,NA,5b3c0c7,20231113094931,00:01:06
241,4,10,4,pytest,1,NA,5b3c0c7,20231113094931,00:01:06
241,6,13,4,pytest,2,NA,5b3c0c7,20231113094931,00:01:06
241,3,8,4,pytest,1,NA,5b3c0c7,20231113094931,00:01:06
241,1,2,4,terraform test,3,NA,5b3c0c7,20231113094931,00:01:06
241,1,1,4,terraform test,5,NA,5b3c0c7,20231113094931,00:01:06
241,2,5,4,terraform test,1,NA,5b3c0c7,20231113094931,00:01:06
242,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095038,00:01:06
242,8,NA,2,terraform validate,3,NA,5b3c0c7,20231113095038,00:01:06
242,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095038,00:01:06
242,2,6,4,pytest,2,NA,5b3c0c7,20231113095038,00:01:06
242,4,10,4,pytest,1,NA,5b3c0c7,20231113095038,00:01:06
242,6,13,4,pytest,1,NA,5b3c0c7,20231113095038,00:01:06
242,3,8,4,pytest,2,NA,5b3c0c7,20231113095038,00:01:06
242,1,2,4,terraform test,2,NA,5b3c0c7,20231113095038,00:01:06
242,1,1,4,terraform test,6,NA,5b3c0c7,20231113095038,00:01:06
242,2,5,4,terraform test,1,NA,5b3c0c7,20231113095038,00:01:06
243,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095145,00:01:06
243,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095145,00:01:06
243,6,NA,3,tfsec,2,NA,5b3c0c7,20231113095145,00:01:06
243,2,6,4,pytest,1,NA,5b3c0c7,20231113095145,00:01:06
243,4,10,4,pytest,2,NA,5b3c0c7,20231113095145,00:01:06
243,6,13,4,pytest,1,NA,5b3c0c7,20231113095145,00:01:06
243,3,8,4,pytest,1,NA,5b3c0c7,20231113095145,00:01:06
243,1,2,4,terraform test,3,NA,5b3c0c7,20231113095145,00:01:06
243,1,1,4,terraform test,5,NA,5b3c0c7,20231113095145,00:01:06
243,2,5,4,terraform test,1,NA,5b3c0c7,20231113095145,00:01:06
244,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095252,00:01:04
244,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095252,00:01:04
244,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095252,00:01:04
244,2,6,4,pytest,1,NA,5b3c0c7,20231113095252,00:01:04
244,4,10,4,pytest,1,NA,5b3c0c7,20231113095252,00:01:04
244,6,13,4,pytest,2,NA,5b3c0c7,20231113095252,00:01:04
244,3,8,4,pytest,1,NA,5b3c0c7,20231113095252,00:01:04
244,1,2,4,terraform test,2,NA,5b3c0c7,20231113095252,00:01:04
244,1,1,4,terraform test,6,NA,5b3c0c7,20231113095252,00:01:04
244,2,5,4,terraform test,1,NA,5b3c0c7,20231113095252,00:01:04
245,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095357,00:01:07
245,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095357,00:01:07
245,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095357,00:01:07
245,2,6,4,pytest,1,NA,5b3c0c7,20231113095357,00:01:07
245,4,10,4,pytest,1,NA,5b3c0c7,20231113095357,00:01:07
245,6,13,4,pytest,2,NA,5b3c0c7,20231113095357,00:01:07
245,3,8,4,pytest,1,NA,5b3c0c7,20231113095357,00:01:07
245,1,2,4,terraform test,3,NA,5b3c0c7,20231113095357,00:01:07
245,1,1,4,terraform test,5,NA,5b3c0c7,20231113095357,00:01:07
245,2,5,4,terraform test,1,NA,5b3c0c7,20231113095357,00:01:07
246,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095505,00:01:06
246,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095505,00:01:06
246,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095505,00:01:06
246,2,6,4,pytest,1,NA,5b3c0c7,20231113095505,00:01:06
246,4,10,4,pytest,1,NA,5b3c0c7,20231113095505,00:01:06
246,6,13,4,pytest,2,NA,5b3c0c7,20231113095505,00:01:06
246,3,8,4,pytest,1,NA,5b3c0c7,20231113095505,00:01:06
246,1,2,4,terraform test,3,NA,5b3c0c7,20231113095505,00:01:06
246,1,1,4,terraform test,5,NA,5b3c0c7,20231113095505,00:01:06
246,2,5,4,terraform test,2,NA,5b3c0c7,20231113095505,00:01:06
247,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095612,00:01:05
247,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095612,00:01:05
247,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095612,00:01:05
247,2,6,4,pytest,1,NA,5b3c0c7,20231113095612,00:01:05
247,4,10,4,pytest,1,NA,5b3c0c7,20231113095612,00:01:05
247,6,13,4,pytest,2,NA,5b3c0c7,20231113095612,00:01:05
247,3,8,4,pytest,1,NA,5b3c0c7,20231113095612,00:01:05
247,1,2,4,terraform test,2,NA,5b3c0c7,20231113095612,00:01:05
247,1,1,4,terraform test,6,NA,5b3c0c7,20231113095612,00:01:05
247,2,5,4,terraform test,1,NA,5b3c0c7,20231113095612,00:01:05
248,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095718,00:01:06
248,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095718,00:01:06
248,6,NA,3,tfsec,1,NA,5b3c0c7,20231113095718,00:01:06
248,2,6,4,pytest,2,NA,5b3c0c7,20231113095718,00:01:06
248,4,10,4,pytest,1,NA,5b3c0c7,20231113095718,00:01:06
248,6,13,4,pytest,1,NA,5b3c0c7,20231113095718,00:01:06
248,3,8,4,pytest,2,NA,5b3c0c7,20231113095718,00:01:06
248,1,2,4,terraform test,2,NA,5b3c0c7,20231113095718,00:01:06
248,1,1,4,terraform test,6,NA,5b3c0c7,20231113095718,00:01:06
248,2,5,4,terraform test,1,NA,5b3c0c7,20231113095718,00:01:06
249,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113095942,00:01:06
249,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113095942,00:01:06
249,6,NA,3,tfsec,2,NA,5b3c0c7,20231113095942,00:01:06
249,2,6,4,pytest,1,NA,5b3c0c7,20231113095942,00:01:06
249,4,10,4,pytest,2,NA,5b3c0c7,20231113095942,00:01:06
249,6,13,4,pytest,1,NA,5b3c0c7,20231113095942,00:01:06
249,3,8,4,pytest,1,NA,5b3c0c7,20231113095942,00:01:06
249,1,2,4,terraform test,3,NA,5b3c0c7,20231113095942,00:01:06
249,1,1,4,terraform test,5,NA,5b3c0c7,20231113095942,00:01:06
249,2,5,4,terraform test,2,NA,5b3c0c7,20231113095942,00:01:06
250,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113100049,00:01:05
250,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113100049,00:01:05
250,6,NA,3,tfsec,2,NA,5b3c0c7,20231113100049,00:01:05
250,2,6,4,pytest,1,NA,5b3c0c7,20231113100049,00:01:05
250,4,10,4,pytest,1,NA,5b3c0c7,20231113100049,00:01:05
250,6,13,4,pytest,1,NA,5b3c0c7,20231113100049,00:01:05
250,3,8,4,pytest,2,NA,5b3c0c7,20231113100049,00:01:05
250,1,2,4,terraform test,2,NA,5b3c0c7,20231113100049,00:01:05
250,1,1,4,terraform test,6,NA,5b3c0c7,20231113100049,00:01:05
250,2,5,4,terraform test,1,NA,5b3c0c7,20231113100049,00:01:05
251,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113100155,00:01:09
251,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113100155,00:01:09
251,6,NA,3,tfsec,1,NA,5b3c0c7,20231113100155,00:01:09
251,2,6,4,pytest,1,NA,5b3c0c7,20231113100155,00:01:09
251,4,10,4,pytest,1,NA,5b3c0c7,20231113100155,00:01:09
251,6,13,4,pytest,2,NA,5b3c0c7,20231113100155,00:01:09
251,3,8,4,pytest,1,NA,5b3c0c7,20231113100155,00:01:09
251,1,2,4,terraform test,2,NA,5b3c0c7,20231113100155,00:01:09
251,1,1,4,terraform test,6,NA,5b3c0c7,20231113100155,00:01:09
251,2,5,4,terraform test,1,NA,5b3c0c7,20231113100155,00:01:09
252,8,NA,1,terraform fmt,1,NA,5b3c0c7,20231113100304,00:01:05
252,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113100304,00:01:05
252,6,NA,3,tfsec,1,NA,5b3c0c7,20231113100304,00:01:05
252,2,6,4,pytest,2,NA,5b3c0c7,20231113100304,00:01:05
252,4,10,4,pytest,1,NA,5b3c0c7,20231113100304,00:01:05
252,6,13,4,pytest,1,NA,5b3c0c7,20231113100304,00:01:05
252,3,8,4,pytest,2,NA,5b3c0c7,20231113100304,00:01:05
252,1,2,4,terraform test,2,NA,5b3c0c7,20231113100304,00:01:05
252,1,1,4,terraform test,5,NA,5b3c0c7,20231113100304,00:01:05
252,2,5,4,terraform test,2,NA,5b3c0c7,20231113100304,00:01:05
253,8,NA,1,terraform fmt,0,NA,5b3c0c7,20231113100409,00:01:07
253,8,NA,2,terraform validate,2,NA,5b3c0c7,20231113100409,00:01:07
253,6,NA,3,tfsec,2,NA,5b3c0c7,20231113100409,00:01:07
253,2,6,4,pytest,1,NA,5b3c0c7,20231113100409,00:01:07
253,4,10,4,pytest,1,NA,5b3c0c7,20231113100409,00:01:07
253,6,13,4,pytest,1,NA,5b3c0c7,20231113100409,00:01:07
253,3,8,4,pytest,2,NA,5b3c0c7,20231113100409,00:01:07
253,1,2,4,terraform test,2,NA,5b3c0c7,20231113100409,00:01:07
253,1,1,4,terraform test,6,NA,5b3c0c7,20231113100409,00:01:07
253,2,5,4,terraform test,1,NA,5b3c0c7,20231113100409,00:01:07
